title,description,publishedAt,url,category
The $200 Billion Gamble: Bill Gates’s Plan to Wind Down His Foundation,"In a wide-ranging interview, he explains his decision — amid the Trump administration’s assault on foreign aid — to accelerate the end of his giving.",2025-05-08T12:17:31Z,https://www.nytimes.com/2025/05/08/magazine/bill-gates-foundation-closing-2045.html,health
"Readers reply: If you were prepping, what would your top five items be?",The long-running series in which readers answer other readers’ questions on subjects ranging from trivial flights of fancy to profound scientific and philosophical concepts. This week’s followed the Spain/Portugal outages,2025-05-14T10:51:42Z,https://www.theguardian.com/lifeandstyle/2025/may/14/readers-reply-if-you-were-prepping-what-would-your-top-five-items-be,health
Houseplant clinic: why does my kalanchoe have a powdery coating?,"If it’s powdery mildew, an antifungal spray and improving airflow may help",2025-05-13T09:00:36Z,https://www.theguardian.com/lifeandstyle/2025/may/13/houseplant-clinic-why-does-my-kalanchoe-have-a-powdery-coating,health
My wife has decided she’s done with sex – could it be the menopause?,"After eight years together, she says she loves me and there is no one else. But she can’t tell me why she no longer wants to be intimate. I am afraid this will end our marriage",2025-05-13T07:00:33Z,https://www.theguardian.com/lifeandstyle/2025/may/13/my-wife-has-decided-shes-done-with-sex-could-it-be-the-menopause,health
Welsh thatching and ship figurehead carving added to UK crafts red list,Number of traditional skills considered critically endangered jumps to 72 but other crafts are making a comeback,2025-05-13T04:00:30Z,https://www.theguardian.com/lifeandstyle/2025/may/13/uk-crafts-red-list-welsh-thatching-ship-figurehead-carving,health
Is it true that … ginger shots boost immunity?,"Some see the fiery root as a miracle cure for colds, but there are easier, cheaper ways to support your immune system",2025-05-12T07:00:46Z,https://www.theguardian.com/lifeandstyle/2025/may/12/is-it-true-that-ginger-shots-boost-immunity,health
A new start after 60: I did my first pull-up at 63 – then fought to be a ninja warrior,"Inspired by her stuntwoman daughter, Ginny MacColl decided to get pumped; before she knew it, she was taking on all comers on the reality show American Ninja Warrior",2025-05-12T05:55:43Z,https://www.theguardian.com/lifeandstyle/2025/may/12/a-new-start-after-60-i-did-my-first-pull-up-at-63-then-fought-to-be-a-ninja-warrior,health
The kindness of strangers: I was homeless and addicted to heroin. Joanne saved my life,"She said, ‘Come and stay at my house. I’ll look after you and we’re going to get you into rehab’",2025-05-11T15:00:27Z,https://www.theguardian.com/lifeandstyle/2025/may/12/the-kindness-of-strangers-i-was-homeless-and-addicted-to-heroin-joanne-saved-my-life,health
Want to swim but find it too much of a hassle? Me too – but here’s how I cracked it,What is the equivalent of a Couch to 5k or parkrun for swimmers? Do I need loads of expensive gear? And should I join a club? Here’s how I learned to love the pool,2025-05-11T13:00:23Z,https://www.theguardian.com/lifeandstyle/2025/may/11/want-to-swim-but-find-it-too-much-of-a-hassle-me-too-but-heres-how-i-cracked-it,health
"Edith Bowman and her mother look back: ‘My Scottish accent got me professional knockbacks, but I’m so glad I didn’t have elocution lessons’","The broadcaster and her mum, Eleanor, on youthful misbehaviour, early ambition, and going to gigs together",2025-05-11T13:00:23Z,https://www.theguardian.com/lifeandstyle/2025/may/11/edith-bowman-and-her-mother-look-back,health
Dining across the divide: ‘I was expecting her to shout me down’,They disagreed on freedom of movement and the UK leaving the ECHR – could they bond over AI?,2025-05-11T11:00:21Z,https://www.theguardian.com/lifeandstyle/2025/may/11/dining-across-the-divide-i-was-expecting-here-to-shout-me-down,health
‘I hope this helps to capture a part of Hong Kong’s history’: Tong Ho Chung Howard’s best phone picture,The street photographer celebrates the vibrancy of the Chinese territory’s traditional corner house,2025-05-11T10:00:19Z,https://www.theguardian.com/lifeandstyle/2025/may/11/hong-kong-history-tong-ho-chung-howard-best-phone-picture,health
"‘I lost so much weight, my husband thought I was terminally ill’: why do people lie about taking Ozempic? ","The dramatic results of weight-loss drugs often come with a side order of stigma, as though it’s ‘cheating’ not to stick to willpower, diet and exercise alone. Is that why so many are telling no one – not even their partners?",2025-05-11T05:00:15Z,https://www.theguardian.com/lifeandstyle/2025/may/11/weight-loss-drugs-why-do-people-lie-about-taking-ozempic,health
I worry that I don’t ‘get’ romance and am disappointing my husband | Ask Annalisa Barbieri,"You’ve been married for 50 years and you’re in love, so maybe you just speak a different ‘love language’",2025-05-11T05:00:13Z,https://www.theguardian.com/lifeandstyle/2025/may/11/i-worry-that-i-dont-get-romance-and-am-disappointing-my-husband,health
Mum wasn’t thrilled with my tattoos – then I suggested she get one too | Mike Hohnen,"To my surprise, Mum agreed without any hesitation. She chose a symbol dedicated to her late friend – and in the process, we discovered more about each other",2025-05-11T00:00:08Z,https://www.theguardian.com/lifeandstyle/2025/may/11/mum-wasnt-thrilled-with-my-tattoos-then-i-suggested-she-get-one-too,health
The moment I knew: I heard her sing for the first time and awe ran through me,<strong>Alyssia Algeri</strong> and her new girlfriend knew they shared a love of music. But everything changed when Elissa started singing Adele’s One and Only,2025-05-10T20:00:05Z,https://www.theguardian.com/lifeandstyle/2025/may/11/the-moment-i-knew-i-heard-her-sing-for-the-first-time-and-awe-ran-through-me,health
This is how we do it: ‘Writing erotic stories for each other has given us a new sexual energy’,"Maeve and Otto’s sex life took a real dip, but revealing what they like – and writing it down – has reawakened their passion",2025-05-10T13:38:23Z,https://www.theguardian.com/lifeandstyle/2025/may/10/this-is-how-we-do-it-writing-erotic-stories-for-each-other-has-given-us-a-new-sexual-energy,health
"‘Reflecting on this photo, I feel emotional’: Karen Weideman’s best phone picture","Since Weideman took this image, her husband, pictured inside the bus, has been diagnosed with stage 4 cancer, giving it more resonance",2025-05-10T10:00:51Z,https://www.theguardian.com/lifeandstyle/2025/may/10/husband-cancer-emotional-karen-weidemans-best-phone-picture,health
Tim Dowling: Help! We have no internet and I really do have work to do,I’ve got a date with one of the country’s worst-rated customer service departments. What could possibly go right?,2025-05-10T09:00:49Z,https://www.theguardian.com/lifeandstyle/2025/may/10/tim-dowling-help-we-have-no-internet-and-i-really-do-have-work-to-do,health
Can you be friends with bees and why does the sun look yellow? The kids’ quiz,"Five multiple-choice questions – set by children – to test your knowledge, and a chance to submit your own junior brainteasers for future quizzes",2025-05-10T06:00:49Z,https://www.theguardian.com/lifeandstyle/2025/may/10/can-you-be-friends-with-bees-and-why-does-the-sun-look-yellow-the-kids-quiz,health
"What links butterfly, air, French and Glasgow? The Saturday quiz","From Barbarian invasions and lead poisoning to Saturday Night Fever and the shipping forecast, test your knowledge with the Saturday quiz",2025-05-10T06:00:49Z,https://www.theguardian.com/lifeandstyle/2025/may/10/what-links-butterfly-air-french-and-glasgow-the-saturday-quiz,health
Blind date: ‘A mullet is always going to make a strong first impression – and I’m a bit of a mullet-phobe!’,"Imogen, 31, a commissioning editor for a publishing company, meets Sam, 28, a teaching assistant",2025-05-10T05:00:46Z,https://www.theguardian.com/lifeandstyle/2025/may/10/blind-date-a-mullet-is-always-going-to-make-a-strong-first-impression-and-im-a-bit-of-a-mullet-phobe,health
Sarah Wilson: ‘Worrying about your gut biome when the world’s burning is too indulgent’,"From I Quit Sugar to the ‘shittification of life’, writer and journalist Sarah Wilson on breaking up with hope and finding happiness in collapse theory",2025-05-09T15:00:28Z,https://www.theguardian.com/lifeandstyle/2025/may/10/sarah-wilson-worrying-about-your-gut-biome-when-the-worlds-burning-is-too-indulgent,health
"Six conversations that will unlock your relationships, from first date to old friends","From your children to those who have hurt us – these are the discussions we should be having, but aren’t",2025-05-09T14:00:29Z,https://www.theguardian.com/lifeandstyle/2025/may/09/six-conversations-we-should-be-having-with-partner-friends-kids,health
Enjoy your garden’s spring glories – while keeping an eye on late summer,Plan and plant now if you want your garden to look it’s best right through August and September,2025-05-09T10:00:02Z,https://www.theguardian.com/lifeandstyle/2025/may/09/enjoy-garden-spring-glories-keep-eye-on-late-summer,health
Experience: I walked the length of the UK with a donkey,"After a relationship breakup, rambling 700 miles from the Highlands to Dorset with Martin helped restore my faith in people",2025-05-09T04:00:48Z,https://www.theguardian.com/lifeandstyle/2025/may/09/experience-i-walked-the-length-of-the-uk-with-a-donkey,health
Avoid same-day wilt: how to order the freshest Mother’s Day flowers,"It is estimated only 50% of flowers sold in Australia are locally grown, but florists and growers say local is ‘a superior product’. Here they share tips for buying blooms that last",2025-05-09T01:41:26Z,https://www.theguardian.com/lifeandstyle/2025/may/09/mothers-day-2025-best-flowers-how-to-order-delivery,health
I’ve realised I am too contrarian. How can I change this? | Leading questions,"There’s a gap between what you want to do and what you do, advice columnist <strong>Eleanor Gordon-Smith </strong>writes. Thinking about how it affects others might help",2025-05-08T23:01:08Z,https://www.theguardian.com/lifeandstyle/2025/may/09/ive-realised-i-am-too-contrarian,health
"Rio’s record, giant dogs and a psychic crocodile – take the Thursday quiz","Questions on general knowledge and topical trivia, plus a few jokes, every Thursday. How will you fare?",2025-05-08T10:00:26Z,https://www.theguardian.com/lifeandstyle/2025/may/08/the-guardian-thursday-quiz-general-knowledge-topical-news-trivia-209,health
You be the judge: my dad wants to track my location on his phone. Should he leave me alone?,Martha says Dad doesn’t need to know her every move. Neil says following her on an app helps him feel connected. Who’s lost the plot? You decide,2025-05-08T07:00:23Z,https://www.theguardian.com/lifeandstyle/2025/may/08/you-be-the-judge-my-dad-wants-to-track-my-location-on-his-phone-should-he-leave-me-alone,health
It took five minutes of practice a day to make me a guitarist | Letter,Letter: <strong>Matthew Butte </strong>on how<strong> </strong>taking small steps to do something can be transformational,2025-05-07T16:40:34Z,https://www.theguardian.com/lifeandstyle/2025/may/07/it-took-five-minutes-of-practice-a-day-to-make-me-a-guitarist,health
"The aristocrat diet: why do posh people eat such beige, bland, boring food?",They like ice-cream – but only homemade. Carrots – but only served whole. And don’t even think of cooking with any herb or spice livelier than parsley ...<br>,2025-05-07T14:47:49Z,https://www.theguardian.com/lifeandstyle/2025/may/07/the-aristocrat-diet-why-do-posh-people-eat-such-beige-bland-boring-food,health
Food and freedom: exhibition charts radical history of gardening in Britain,"Artefacts from 11th century on display at British Library in London, alongside work of modern-day community group",2025-05-07T13:42:44Z,https://www.theguardian.com/lifeandstyle/2025/may/07/exhibition-radical-history-of-gardening-in-britain-unearthed-british-museum,health
A moment that changed me: I found out the identity of my troll – and it shook me,"Who was behind the anonymous account sending nasty messages at 4am? The answer made me paranoid, then defiant",2025-05-07T05:55:06Z,https://www.theguardian.com/lifeandstyle/2025/may/07/a-moment-that-changed-me-i-found-out-the-identity-of-my-troll-and-it-shook-me,health
